量詞,量詞拼音,名詞,名詞拼音,國語
把,ba2,寶劍,bow2 gim3,一把寶劍
把,ba2,柴,cai4,一捆兒柴，一捆木柴
把,ba2,餐刀,can1 dow1,一把餐刀
把,ba2,尺,ceg3,一條尺子，一把尺子
把,ba2,鎚,coy4,一柄錘子，一柄鐵錘，一把錘子，一把鐵錘
把,ba2,鎚仔,coy4,一柄錘子，一柄鐵錘，一把錘子，一把鐵錘
把,ba2,秤,cenk3,一桿秤，一桿磅秤
把,ba2,菜,coi3,一捆兒菜
把,ba2,菜刀,coi3 dow1,一把菜刀
把,ba2,草,cow2,一捆兒草
把,ba2,火,fo2,一肚子火
把,ba2,鉸剪,gau3 jin2,一把剪刀
把,ba2,鋸,geo3,一把鋸子
把,ba2,劍,gim3,一把劍
把,ba2,口,haw2,一張嘴
把,ba2,聲,seng1,一個聲音
把,ba2,扇,sin3,一把扇子
把,ba2,掃,sow2,一把小笤帚，一把掃帚
班,ban1,巴士,ba1 si2,一班公車
班,ban1,車,ce1,一班車
班,ban1,打工仔,da2 gonk1 jay2,一群工人，一群上班族
班,ban1,大學生,dai6 hog6 sang1,一群大學生一幫大學生
班,ban1,廢柴,fay3 cai4,一群廢物，一群沒用的人
班,ban1,friend,fen1,一群朋友
班,ban1,火車,fo2 ce1,一班火車
班,ban1,富二代,fu3 yi6 doi6,一幫富二代，一群富二代
班,ban1,機,gey1,一班機
班,ban1,高手,gow1 saw2,一群高手，一幫高手
班,ban1,觀音兵,gun1 yamp1 benk1,一幫護花使者，一群護花使者
班,ban1,客機,hag3 gey1,一班客機
班,ban1,黑社會,hak1 se5 wui6,一幫黑社會
班,ban1,後生仔,haw6 sang1 jay2,一群年輕人
班,ban1,學生,hog6 sang1,一群學生一幫學生
班,ban1,好朋友,how2 pank4 yaw5,一群好朋友
班,ban1,精英,jenk1 yenk1,一群精英
班,ban1,政棍,jenk3 guant3,一幫政客
班,ban1,中學生,jonk1 hog6 sang1,一群中學生一幫中學生
班,ban1,懶鬼,lan5 guay2,一幫懶蟲，一群懶蟲
班,ban1,列車,lid6 ce1,一班列車
班,ban1,老散,low5 san2,一幫散戶
班,ban1,密友,mat6 yaw5,一群密友
班,ban1,網友,mong5 yaw5,一群網友，一群網民
班,ban1,女仔,noy5 jay2,一群女孩子
班,ban1,鴨仔,ngab3 jay2,一群鴨子
班,ban1,藝人,ngay6 yant4,一群藝人
班,ban1,朋友,pank4 yaw5,一幫朋友，一群朋友
班,ban1,細路,say3 low6,一群小孩子
班,ban1,信徒,sont3 tow4,一群信徒
班,ban1,小學生,siu2 hog6 sank1,一群小學生一幫小學生
班,ban1,小朋友,siu2 pank4 yaw5,一群小朋友
班,ban1,傻仔,so4 jay2,一群傻小子，一群傻瓜
班,ban1,同學仔,tonk4 hog6 jay2,一群小同學，一群同學，一群小朋友
班,ban1,同事,tonk4 si6,一群同事
班,ban1,烏合之眾,wu1 hab6 ji1 jonk3,一群烏合之眾
班,ban1,人,yant4,一群人，一伙人
班,ban1,友仔,yaw2 jay2,一群小子，一幫小子，一幫傢伙
包,bau1,茶葉,ca4 yib6,一包茶葉
包,bau1,煙仔,yin1 jay2,一盒香煙，一包香煙
筆,bat1,事,si6,一碼事
筆,bat1,數,sow3,一筆帳
餅,beng2,錄音帶,lok6 yamp1 dai2,一盒錄音帶，一捲錄音帶
餅,beng2,嘢,ye5,一萬塊錢
煲,bow1,飯,fan6,一鍋飯
煲,bow1,湯,tong1,一鍋湯
煲,bow1,糖水,tong4 soy2,一鍋甜湯
部,bow6,𨋢,lib1,一台電梯，一部電梯，一座升降機
部,bow6,洗衣機,say2 yi1 gey1,一台洗衣機
杯,bui1,白酒,bag6 jaw2,一杯白酒
杯,bui1,拔蘭地,bat6 lan1 dey2,一杯白蘭地
杯,bui1,啤酒,be1 jaw2,一杯啤酒
杯,bui1,茶,ca4,一杯茶
杯,bui1,橙汁,cang2 jap1,一杯柳橙汁，一杯橘子汁
杯,bui1,豆漿,daw6 jeong1,一杯豆漿
杯,bui1,豆奶,daw6 nai5,一杯豆漿
杯,bui1,凍茶,donk3 ca4,一杯冰茶
杯,bui1,凍水,donk3 soy2,一杯冷水，一杯冰水，一杯涼水，一杯涼白開
杯,bui1,凍飲,donk3 yamp2,一杯冷飲
杯,bui1,伏特加,fok6 dak6 ga1,一杯伏特加
杯,bui1,咖啡,ga3 fe1,一杯咖啡
杯,bui1,雞尾酒,gay1 mey5 jaw2,一杯雞尾酒
杯,bui1,菊花茶,gok1 fa1 ca4,一杯菊花茶
杯,bui1,唂咕,gok1 gu2,一杯可可
杯,bui1,果汁,guo2 jap1,一杯果汁
杯,bui1,汽水,hey3 soy2,一杯汽水
杯,bui1,香片,heong1 pin2,一杯茉莉花茶
杯,bui1,可樂​,ho2 log6,一杯可樂​
杯,bui1,紅酒,honk4 jaw2,一杯紅酒
杯,bui1,酒,jaw2,一杯酒
杯,bui1,礦泉水,kuong3 ceun4 soy2,一杯礦泉水
杯,bui1,冧酒,lamp1 jaw2,一杯朗姆酒，一杯蘭姆酒
杯,bui1,奶茶,nai5 ca4,一杯奶茶
杯,bui1,五花茶,ng5 fa1 ca4,一杯五花茶
杯,bui1,水,soy2,一杯水
杯,bui1,雪水,seud3 soy2,一杯冰水
杯,bui1,威士忌,way1 si6 gey2,一杯威士忌
杯,bui1,飮品,yamp2 bant2,一杯飲料
杯,bui1,鴛鴦茶,yeun1 yeong1 ca4,一杯咖啡茶，一杯咖啡加奶茶
本,bun2,雜誌,jab6 ji3,一本雜誌
本,bun2,書,seu1,一本書
本,bun2,護照,wu6 jiu3,一本護照
埲,bonk6,板障,ban2 jeong3,一堵板牆
埲,bonk6,牆,ceong4,一堵牆，一道牆
埲,bonk6,泥塵,nay6 cant4,一陣塵土
𩗴,bonk6,臭鍟𡃴,caw3 seng3 coy4,一股臭鐵鏽味兒
𩗴,bonk6,𡃴,coy4,一股味兒，一股氣味
𩗴,bonk6,火𤓓𡃴,fo2 lo3 coy4,一股火煙味兒
𩗴,bonk6,𤓓味,lo3 mey6,一股煳味
篸,cam2,垃圾,lab6 sab3,一簸箕垃圾
篸,cam2,泥,nay4,一泥箕土
揪,caw1,香蕉,heong1 jiu1,一把香蕉
揪,caw1,荔枝,lay6 ji1,一嘟嚕荔枝，一束荔枝
揪,caw1,菩提子,pow4 tay4 ji2,一嘟嚕葡萄，一串葡萄
揪,caw1,鎖匙,so2 si4,一串鑰匙
揪,caw1,提子,tay4 ji2,一嘟嚕葡萄，一串葡萄
場,ceong4,病,beng6,一場病
場,ceong4,過雲雨,guo3 want4 yeu5,一場陣雨
齣,cot1,大戲,dai6 hey3,一部粵劇
齣,cot1,電影,din6 yenk2,一場電影
齣,cot1,喜劇,hey2 keg6,一部喜劇
齣,cot1,戲,hey3,一齣戲
齣,cot1,戲,hey3,一齣戲，一場戲，一部戲，一部電影
齣,cot1,片,pin2,一部影片
齣,cot1,滑稽戲,wad6 kay1 hey3,一齣滑稽戲，一場滑稽戲，一部滑稽戲
齣,cot1,粵劇,yeud6 keg6,一部粵劇
匙羹,ci4 gank1,糖,tong4,一勺糖
秤,cenk3,鎖匙,so2 si4,一嘟嚕鑰匙
埕,cenk4,醋,cow3,一瓶醋，一罈子醋
埕,cenk4,酒,jaw2,一罈酒，一罈子酒
埕,cenk4,蜜糖,mat6 tong4,一罐蜂蜜
埕,cenk4,紹興酒,siu6 henk1 jaw2,一罈紹興酒，一罈子紹興酒
埕,cenk4,桐油,tonk4 yaw4,一瓶桐油，一罈子桐油
串,ceun3,炮仗,pau3 jeong2,一掛鞭炮，一掛爆竹，一掛炮竹，一串鞭炮，一串爆竹，一串炮竹
打,da1,啤酒,be1 jaw2,一打啤酒
打,da1,襪,mat6,一打襪子
打,da1,鉛筆,yeun4 bat1,一打鉛筆
擔,dam3,柴,cai4,一挑柴
擔,dam3,菜,coi3,一挑兒菜
擔,dam3,米,may3,一挑米
擔,dam3,泥,nay4,一挑土
啖,dam6,啤酒,be1 jaw2,一口啤酒
啖,dam6,茶,ca4,一口茶
啖,dam6,橙汁,cang2 jap1,一口橙汁，一口橘子汁
啖,dam6,菜,coi3,一口菜
啖,dam6,豆漿,daw6 jeong1,一口豆漿
啖,dam6,飯,fan6,一口飯
啖,dam6,果汁,guo2 jap1,一口果汁
啖,dam6,口水,haw2 soy2,一口口水
啖,dam6,氣,hey3,一口氣
啖,dam6,汽水,hey3 soy2,一口汽水
啖,dam6,可樂,ho2 log6,一口可樂
啖,dam6,空氣,honk1 hey3,一口空氣
啖,dam6,酒,jaw2,一口酒
啖,dam6,粥,jok1,一口稀飯
啖,dam6,綠茶,lok6 ca4,一口綠茶
啖,dam6,麵包,min6 bau1,一口麵包
啖,dam6,奶,nai5,一口奶
啖,dam6,奶茶,nai5 ca4,一口奶茶
啖,dam6,檸茶,nenk4 ca4,一口檸檬茶
啖,dam6,濃茶,nonk4 ca4,一口濃茶
啖,dam6,三文治,sam1 mant4 ji6,一口三明治
啖,dam6,新鮮空氣,sant1 sin1 honk1 hey3,一口新鮮空氣
啖,dam6,錫,seg3,一個吻
啖,dam6,水,soy2,一口水
啖,dam6,湯,tong1,一口湯
啖,dam6,煙,yin1,一口煙
啖,dam6,熱茶,yid6 ca4,一口熱茶
啖,dam6,肉,yok6,一口肉
啖,dam6,怨氣,yeun3 hey3,一口怨氣
單,dan1,爆炸案,bau3 ja3 ngon3,一件爆炸案，一項爆炸案，一宗爆炸案
單,dan1,悲劇,bey1 keg6,一場悲劇，一齣悲劇
單,dan1,綁架案,bong2 ga3 ngon3,一件綁架案，一項綁架案，一宗綁架案
單,dan1,慘劇,cam2 keg6,一場慘劇，一齣慘劇
單,dan1,慘案,cam2 on3,一件慘案，一項慘案，一宗慘案
單,dan1,醜聞,caw2 mant4,一件醜聞，一樁醜聞，一項醜聞
單,dan1,趣聞,coy3 mant4,一件趣聞，一樁趣聞
單,dan1,槍擊案,ceong1 gek1 ngon3,一件槍擊案，一項槍擊案，一宗槍擊案
單,dan1,大案,dai6 ngon3,一件大事，一個大案子
單,dan1,大生意,dai6 sang1 yi3,一筆大生意
單,dan1,風化案,fonk1 fa3 ngon3,一件風化案，一項風化案，一宗風化案
單,dan1,交通意外,gau1 tonk1 yi3 ngoi6,一宗交通意外，一項交通意外
單,dan1,交易,gau1 yek6,一筆交易，一項交易，一樁交易
單,dan1,個案,go3 ngon3,一件個案，一個個案
單,dan1,官司,gun1 si1,一場官司
單,dan1,工程,gonk1 cenk4,一項工程
單,dan1,國際新聞,guog3 jay3 sant1 mant4,一條國際新聞，一則國際新聞
單,dan1,兇殺案,honk1 sad3 ngon3,一件兇殺案，一項兇殺案，一宗兇殺案
單,dan1,襲擊案,jab6 gek1 ngon3,一件襲擊案，一項襲擊案，一宗襲擊案
單,dan1,罪案,joy3 ngon3,一件罪案，一項罪案，一宗罪案
單,dan1,自殺案,ji6 sad3 ngon3,一件自殺案，一項自殺案，一宗自殺案
單,dan1,畸士,key1 si2,一件事，一個案子
單,dan1,奇聞,key4 mant4,一件奇聞，一樁奇聞
單,dan1,謀殺案,maw4 sad3 on3,一件謀殺案，一項謀殺案，一宗謀殺案
單,dan1,鬧劇,nau6 keg6,一齣鬧劇
單,dan1,案,ngon3,一件事，一個案子
單,dan1,案件,on3 gin6,一件事，一個案子
單,dan1,騙案,pin3 ngon3,一件騙案，一項騙案，一宗騙案
單,dan1,生意,sang1 yi3,一筆生意，一樁生意，一號買賣
單,dan1,殺人案,sad3 yant4 ngon3,一件殺人案，一項殺人案，一宗殺人案
單,dan1,新聞,sant1 mant4,一條新聞
單,dan1,筍嘢,sont2 ye5,一樣好東西
單,dan1,傷人案,seong1 yant4 ngon3,一件傷人案，一項傷人案，一宗傷人案
單,dan1,商業詐騙案,seong1 yib6 ja3 pin3 ngon3,一件商業詐騙案，一項商業詐騙案，一宗商業詐騙案
單,dan1,事故,si6 gu3,一起事故
單,dan1,貪污案,tam1 wu1 ngon3,一件貪污案，一項貪污案，一宗貪污案
單,dan1,偷錢案,taw1 cin2 ngon3,一件偷錢案，一項偷錢案，一宗偷錢案
單,dan1,嘢,ye5,一件事，一個案子
單,dan1,意外,yi3 ngoi6,一次意外，一件意外，一場意外，一宗意外，一樁意外
單,dan1,懸案,yeun4 on3,一件懸案，一項懸案，一宗懸案
沓,dab6,錢,cin2,一疊鈔票，一沓鈔票
沓,dab6,港紙,gong2 ji2,一疊港幣，一沓港幣，一疊港鈔
沓,dab6,雜誌,jab6 ji3,一疊雜誌，一摞雜誌
沓,dab6,紙,ji2,一疊紙
沓,dab6,樓,law2,一層樓，一座樓房
沓,dab6,銀紙,ngant4 ji2,一疊鈔票，一沓鈔票，一沓票子
沓,dab6,書,seu1,一疊書，一摞書
沓,dab6,碗,wun2,一摞碗
沓,dab6,洋樓,yeong4 law2,一座洋房
笪,dad3,地方,dey6 fong1,一個地方，一塊土地
笪,dad3,定,deng6,一塊地方
笪,dad3,𤶸,na1,一塊疤
笪,dad3,田,tin4,一塊地
底,day2,薄罉,bog6 cang1,一塊糯米粉烙餅
底,day2,糕,gow1,一盤糕
底,day2,蘿蔔糕,lo4 bag6 gow1,一整塊蘿蔔糕
底,day2,年糕,nin4 gow1,一盤年糕
躉,dant2,大廈,dai6 ha6,一座大廈
躉,dant2,樓,law2,一座房子
躉,dant2,洋樓,yeong4 law2,一棟大廈
兜,daw1,飯,fan6,一盆飯
兜,daw1,手巾仔,saw2 gant1 jay2,一條手絹
蔸,daw1,草,cow2,一棵草
蔸,daw1,金魚,gamp1 yeu2,一條金魚
蔸,daw1,樹,seu6,一棵樹
蔸,daw1,禾,wo4,一叢水稻
蔸,daw1,友,yaw2,一個傢伙，一條漢子
竇,daw3,雞仔,gay1 jay2,一窩小雞
竇,daw3,豬,jeu1,一窩豬
竇,daw3,人,yant4,一家子人
頂,deng2,波帽,bo1 mow2,一頂鴨舌帽
頂,deng2,草帽,cow2 mow2,一頂草帽
頂,deng2,風帽,fonk1 mow2,一頂風帽
頂,deng2,喼帽,gib1 mow2,一頂鴨舌帽
頂,deng2,高帽,gow1 mow2,一頂高帽
頂,deng2,軍帽,guant1 mow2,一頂軍帽
頂,deng2,冷帽,lang1 mow2,一頂毛線帽
頂,deng2,帽,mow2,一頂帽子
頂,deng2,安全帽,on1 ceun4 mow2,一頂安全帽
頂,deng2,雪帽,seud3 mow2,一頂風帽，一頂暖帽，一頂風雪帽
頂,deng2,漁夫帽,yeu4 fu1 mow2,一頂漁夫帽
頂,deng2,雨帽,yeu5 mow2,一頂雨帽
頂,deng2,浴帽,yok6 mow2,一頂浴帽
朵,deo2,百合,bag3 hab6,一朵百合
朵,deo2,茶花,ca4 fa1,一朵茶花
朵,deo2,花,fa1,一朵花
朵,deo2,桂花,guay3 fa1,一朵桂花
朵,deo2,牽牛花,hin1 ngaw4 fa1,一朵牽牛花
朵,deo2,康乃馨,hong1 nai5 henk1,一朵康乃馨
朵,deo2,葵花,kuay4 fa1,一朵葵花
朵,deo2,蓮花,lin4 fa1,一朵蓮花
朵,deo2,牡丹,mau5 dan1,一朵牡丹
朵,deo2,水仙花,soy2 sin1 fa1,一朵水仙花
朵,deo2,桃花,tow4 fa1,一朵桃花
朵,deo2,鬱金香,wat1 gamp1 heong1,一朵鬱金香
朵,deo2,櫻花,yenk1 fa1,一朵櫻花
朵,deo2,月季,yeud6 guay3,一朵月季
對,doy3,波鞋,bo1 hai4,一雙球鞋，一雙運動鞋
對,doy3,筷子,fai3 ji2,一雙筷子
對,doy3,腳,geog3,一雙腳
對,doy3,鞋,hai4,一雙鞋
對,doy3,孖女,ma1 noy2,一對孿生姐妹
對,doy3,襪,mat6,一雙襪子
對,doy3,眼,ngan5,一雙眼
對,doy3,眼鏡,ngan5 geng2,一副眼鏡
對,doy3,皮鞋,pey4 hai4,一雙皮鞋
對,doy3,手,saw2,一雙手
對,doy3,手襪,saw2 mat2,一副手套，一雙手套
對,doy3,耳仔,yi5 jay2,一雙耳朵
對,doy3,鴛鴦鞋,yeun1 yeong1 hai4,一雙左右配不上的鞋子
對,doy3,鴛鴦襪,yeun1 yeong1 mat6,一雙左右配不上的襪子
滴,dek1,汗,hon6,一滴汗
滴,dek1,汗水,hon6 soy2,一滴汗水
滴,dek1,血,heud3,一滴血
滴,dek1,眼淚,ngan5 loy6,一滴眼淚
滴,dek1,眼藥,ngan5 yeog6,一滴眼藥
滴,dek1,水,soy2,一滴水
滴,dek1,雨,yeu5,一滴雨
丁,denk1,人,yant4,一個人
丁,denk1,友,yaw2,一個人，孤孤單單的一個人
碟,dib2,菜,coi3,一盤菜
碟,dib2,飯,fan6,一盤飯
度,dow6,玻璃門,bo1 ley1 mun4,一扇玻璃門
度,dow6,計仔,gay2 jay2,一個點子
度,dow6,橋,kiu4,一座橋
度,dow6,門,mun4,一扇門
度,dow6,散手,san2 saw2,一套技能
渡,dow6,船,seun4,一班船
道,dow6,彩虹,coi2 honk4,一道彩虹
篤,dok1,口水,haw2 soy2,一口吐沫，一口口水
篤,dok1,口水痰,haw2 soy2 tam4,一口痰
篤,dok1,尿,niu6,一泡尿
篤,dok1,屎,si2,一泡屎
篤,dok1,痰,tam4,一口痰
棟,donk3,公寓,gonk1 yeu6,一幢公寓，一套公寓，一棟公寓
戙,donk6,磚,jeun1,一摞磚頭
戙,donk6,瓦,nga5,一摞瓦
戙,donk6,牌,pai4,一摞麻將牌
戙,donk6,書,seu1,一摞書
段,deun6,對話,doy3 wa2,一段對話
段,deun6,婚姻,fant1 yant1,一段婚姻
段,deun6,佳話,gai1 wa6,一段佳話
段,deun6,感情,gamp2 cenk4,一段感情
段,deun6,經歷,genk1 lek6,一段經歷
段,deun6,關係,guan1 hay6,一段關係
段,deun6,廣告,guong2 gow3,一則廣告
段,deun6,距離,koy5 ley4,一段距離
段,deun6,歷史,lek6 si2,一段歷史
段,deun6,路,low6,一段路
段,deun6,戀情,leun2 cenk4,一段戀情
段,deun6,戀愛,leun2 oi3,一段戀愛
段,deun6,文字,mant4 ji6,一段文字
段,deun6,愛情,oi3 cenk4,一段愛情
段,deun6,新聞,sant1 mant4,一段新聞
段,deun6,時間,si4 gan3,一段時間
段,deun6,時間,si4 gan3,一段時間
段,deun6,時期,si4 key4,一段時期
段,deun6,說話,seud3 wa6,一段話
段,deun6,往事,wong5 si6,一段往事
段,deun6,音樂,yamp1 ngog6,一段音樂
段,deun6,日子,yat6 ji2,一段日子
塊,fai3,膠布,gau1 bow3,一張創可貼，一張邦迪，一張OK繃
塊,fai3,鏡,geng3,一面鏡子
塊,fai3,面,min6,一個臉
塊,fai3,面珠墩,min6 jeu1 dant1,一張臉蛋，臉頰
塊,fai3,藥水膠布,yeog6 soy2 gau1 bow3,一張創可貼，一張邦迪，一張OK繃
番,fan1,創舉,cong3 goy2,一番創舉
番,fan1,大事業,dai6 si6 yib6,一番大事業
番,fan1,對話,doy3 wa2,一番對話
番,fan1,苦戰,fu2 jin3,一番苦戰
番,fan1,苦心,fu2 samp1,一番苦心
番,fan1,風味,fonk1 mey6,一番風味
番,fan1,感受,gamp2 saw6,一番感受
番,fan1,見解,gin3 gai2,一番見解
番,fan1,景象,genk2 jeong6,一番景象
番,fan1,局面,gok6 min6,一番局面
番,fan1,工夫,gonk1 fu1,一番工夫
番,fan1,好意,how2 yi3,一番好意
番,fan1,周折,jaw1 jid3,一番周折
番,fan1,滋味,ji1 mey6,一番滋味
番,fan1,作為,jog3 way4,一番作為
番,fan1,龍爭虎鬥,lonk4 jank1 fu2 daw3,一番龍爭虎鬥
番,fan1,努力,now5 lek6,一番努力
番,fan1,惡鬥,og3 daw3,一番惡鬥
番,fan1,心機,samp1 gey1,一番心機
番,fan1,心血,samp1 heud3,一番心血
番,fan1,心意,samp1 yi3,一番心意
番,fan1,脣舌,sont4 sid3,一番脣舌
番,fan1,事業,si6 yib6,一番事業
番,fan1,成就,senk4 jaw6,一番成就
番,fan1,說話,seud3 wa6,一番說話
番,fan1,友情,yaw5 cenk4,一番友情
份,fant6,保險,bow2 him2,一份保險
份,fant6,報告,bow3 gow3,一份報告
份,fant6,報紙,bow3 ji1,一份報紙
份,fant6,廚師沙律,ceu4 si1 sa1 lot2,一份廚師沙拉
份,fant6,感情,gamp2 cenk4,一份感情
份,fant6,工,gonk1,一份工作
份,fant6,功課,gonk1 fo3,一份功課
份,fant6,合約,hab6 yeog3,一份合約
份,fant6,口供,haw2 gonk1,一份口供
份,fant6,執著,jap1 jeog6,一份執著
份,fant6,資料,ji1 liu6,一份資料
份,fant6,禮物,lay5 mat6,一份禮物
份,fant6,糧,leong4,一份薪水
份,fant6,文件,mant6 gin6,一份文件
份,fant6,問卷,mant6 geun2,一份問卷
份,fant6,心意,samp1 yi3,一份心意
份,fant6,人工,yant4 gonk1,一筆薪水，一份薪水，一份工資
份,fant6,研究,yin4 gaw3,一份研究
份,fant6,熱情,yid6 cenk4,一份熱情
唿,fat1,布,bow3,一小塊布
伙,fo2,人,yant4,一戶人家
夫,fu1,田地,tin4 dey6,一塊地
副,fu3,偈,gay2,一台內燃機
副,fu3,機器,gey1 hey3,一台機器，一套機器
副,fu3,工具,gonk1 goy6,一套工具
副,fu3,黑超,hak1 ciu1,一副墨鏡，一副太陽鏡
副,fu3,眼鏡,ngan5 geng3,一副眼鏡
副,fu3,牌,pai4,一副牌
副,fu3,啤,pe1,一副撲克牌
副,fu3,身家,sant1 ga1,一副家產，一筆資產
幅,fok1,地,dey6,一塊地
幅,fok1,相,seong2,一張照片
幅,fok1,油畫,yaw4 wa2,一幅油畫
封,fonk1,辭職信,ci4 jek1 sont3,一封辭職信
封,fonk1,利是,lay6 si6,一個紅包，一份壓歲錢，一筆壓歲錢
封,fonk1,信,sont3,一封信
架,ga3,巴士,ba1 si2,一輛公車，一輛公共汽車
架,ga3,白車,bag6 ce1,一輛救護車
架,ga3,餐車,can1 ce1,一輛餐車
架,ga3,車,ce1,一輛車，一台車，一部車
架,ga3,單車,dan1 ce1,一輛自行車，一輛腳踏車
架,ga3,的士,dek1 si2,一輛出租汽車
架,ga3,飛機,fey1 gey1,一架飛機
架,ga3,汽車,hey3 ce1,一輛汽車，一部汽車
架,ga3,直升機,jek6 senk1 gey1,一架直升機
架,ga3,冷氣機,lang5 hey3 gey1,一台冷氣機
架,ga3,𨋢,lib1,一台電梯，一部電梯，一座升降機
架,ga3,錄音機,lok6 yamp1 gey1,一台錄音機
架,ga3,收音機,saw1 yamp1 gey1,一台收音機，一個收音機
架,ga3,相機,seong2 gey1,一部照相機
架,ga3,小巴,siu2 ba1,一輛小型公共汽車，一輛麵包車，一輛中客車
架,ga3,船,seun4,一條船，一艘船
架,ga3,拖拉機,to1 lai1 gey1,一輛拖拉機
間,gan1,別墅,bid6 soy5,一幢別墅，一座別墅，一棟別墅
間,gan1,博物館,bog3 mat6 gun2,一個博物館，一座博物館，一所博物館
間,gan1,寢室,camp2 sat1,一間寢室
間,gan1,出入口公司,cot1 yap6 haw2 gonk1 si1,一家進出口公司
間,gan1,廁所,ci3 so2,一個廁所，一間廁所
間,gan1,廠,cong2,一個工廠，一家工廠
間,gan1,沖涼房,conk1 leong4 fong2,洗澡間，洗澡房，浴室
間,gan1,廚房,ceu4 fong2,一間廚房
間,gan1,大學,dai6 hog6,一所大學
間,gan1,化妝室,fa3 jong1 sat1,一間化妝室
間,gan1,發電廠,fad3 din6 cong2,一家發電廠
間,gan1,分店,fant1 dim3,一家分店
間,gan1,佛寺,fat6 ji2,一座佛寺
間,gan1,課室,fo3 sat1,一間教室
間,gan1,房,fong2,一個房間，一個屋子
間,gan1,教室,gau3 sat1,一間教室
間,gan1,盥洗室,gun3 say2 sat1,一間盥洗室
間,gan1,工廠,gonk1 cong2,一家工廠，一個工廠
間,gan1,公司,gonk1 si1,一家公司
間,gan1,公寓,gonk1 yeu6,一幢公寓，一套公寓，一棟公寓
間,gan1,客房,hag3 fong2,一間客房
間,gan1,黑店,hak1 dim3,一家黑店
間,gan1,學校,hog6 hau6,一個學校，一所學校
間,gan1,酒巴,jaw2 ba1,一家酒巴
間,gan1,酒店,jaw2 dim3,一家飯店，一家酒店
間,gan1,寺,ji2,一座寺廟
間,gan1,招待所,jiu1 doi6 so2,一家招待所
間,gan1,中學,jonk1 hog6,一所中學
間,gan1,旅行社,loy5 hank4 se5,一家旅行社
間,gan1,茅廁,mau4 ci3,一個茅廁
間,gan1,廟,miu2,一座廟，一個廟，一個寺廟，一座廟宇
間,gan1,舞廳,mow5 teng1,一間舞廳
間,gan1,銀行,ngant4 hong4,一家銀行
間,gan1,屋,ngok1,一所房子，一棟房子，一個房子
間,gan1,屋仔,ngok1 jay2,一座小屋，一座茅屋，一座茅舍，一幢茅舍
間,gan1,農舍,nonk4 se3,一家農舍，一座農舍
間,gan1,舖,pow2,一家商店，一家店舖
間,gan1,舖頭,pow3 taw2,一家商店，一家舖子
間,gan1,修道院,saw1 dow6 yeun2,一家修道院，一座修道院
間,gan1,睡房,soy6 fong2,一間臥室
間,gan1,商場,seong1 ceong4,一家商場
間,gan1,商店,seong1 dim3,一家商店
間,gan1,食肆,sek6 si3,一家餐廳，一家飯館，一家餐館，一家菜館
間,gan1,小學,siu2 hog6,一所小學
間,gan1,醫院,yi1 yeun2,一家醫院
間,gan1,浴室,yok6 sat1,一間浴室
嚿,gaw6,冰,benk1,一塊冰
嚿,gaw6,豆腐,daw6 fu6,一塊豆腐
嚿,gaw6,電芯,din6 samp1,一節電池
嚿,gaw6,番梘,fan1 gan2,一塊肥皂
嚿,gaw6,飯,fan6,一團飯
嚿,gaw6,薑,geong1,一塊薑
嚿,gaw6,海綿,hoi2 min4,一塊海綿
嚿,gaw6,磚,jeun1,一塊磚頭
嚿,gaw6,磚頭,jeun1 taw4,一塊磚頭
嚿,gaw6,木,mok6,一塊木頭
嚿,gaw6,泥,nay4,一塊土，一團泥，一團泥土
嚿,gaw6,石,seg6,一塊石頭
嚿,gaw6,水,soy2,一百元，一百塊錢
嚿,gaw6,燒賣,siu1 mai2,一顆燒賣，一顆燒麥
嚿,gaw6,雪,seud3,一塊冰
嚿,gaw6,雪耳,seud3 yi5,一塊銀耳，一塊白木耳
嚿,gaw6,雲,want4,一片雲，一朵雲
嚿,gaw6,雲耳,want4 yi5,一塊木耳
嚿,gaw6,玉,yok2,一塊玉
嚿,gaw6,肉,yok2,一塊肉
句,goy3,說話,seud3 wa6,一句話
句,goy3,話,wa2,一句話
具,goy6,屍體,si1 tay2,一具屍體
件,gin6,便服,bin6 fok6,一件便服
件,gin6,大褸,dai6 law1,一件大衣
件,gin6,短褸,deun2 law1,一件外套，一件外衣，一件短外套
件,gin6,風褸,fonk1 law1,一件風衣，一件擋風外衣
件,gin6,乾濕褸,gon1 sap1 law1,一件風雨衣
件,gin6,軍褸,guant1 law1,一件軍大衣
件,gin6,中褸,jonk1 law1,一件中大衣
件,gin6,中山裝,jonk1 san1 jong1,一件中山裝
件,gin6,冷衫,lang1 sam1,一件毛衣
件,gin6,褸,law1,一件大衣，一件外套，一件夾克
件,gin6,棉褸,min4 law1,一件棉大衣
件,gin6,棉衲,min4 nab6,一件棉襖
件,gin6,毛巾褸,mow4 gant1 law1,一件毛長外衣
件,gin6,外套,ngoi6 tow3,一件外套
件,gin6,內衣,noi6 yi1,一件內衣
件,gin6,皮褸,pey4 law1,一件皮夾克
件,gin6,衫,sam1,一件衣服
件,gin6,西餅,say1 beng2,一塊西點
件,gin6,晨褸,sant4 law1,一件浴袍
件,gin6,手信,saw2 sont3,一個小禮物，一個土特產
件,gin6,睡衣,soy6 yi1,一件睡衣
件,gin6,睡衫,soy6 yi1,一件睡衣
件,gin6,雪褸,seud3 law1,一件毛皮大衣，一件棉猴兒，一件皮猴兒
