量詞,量詞拼音,名詞,名詞拼音,國語
把,ba²,寶劍,bo² gim³,一把寶劍
把,ba²,柴,chaai⁴,一捆兒柴，一捆木柴
把,ba²,餐刀,chaan¹ do¹,一把餐刀
把,ba²,尺,chek³,一條尺子，一把尺子
把,ba²,鎚,chui⁴,一柄錘子，一柄鐵錘，一把錘子，一把鐵錘
把,ba²,鎚仔,chui⁴,一柄錘子，一柄鐵錘，一把錘子，一把鐵錘
把,ba²,秤,ching³,一桿秤，一桿磅秤
把,ba²,菜,choi³,一捆兒菜
把,ba²,菜刀,choi³ do¹,一把菜刀
把,ba²,草,cho²,一捆兒草
把,ba²,火,foh²,一肚子火
把,ba²,鉸剪,gaau³ jin²,一把剪刀
把,ba²,鋸,geuh³,一把鋸子
把,ba²,劍,gim³,一把劍
把,ba²,口,hau²,一張嘴
把,ba²,聲,seng¹,一個聲音
把,ba²,扇,sin³,一把扇子
把,ba²,掃,so²,一把小笤帚，一把掃帚
班,baan¹,巴士,ba¹ si²,一班公車
班,baan¹,車,che¹,一班車
班,baan¹,打工仔,da² gung¹ jai²,一群工人，一群上班族
班,baan¹,大學生,daai⁶ hok⁶ saang¹,一群大學生一幫大學生
班,baan¹,廢柴,fai³ chaai⁴,一群廢物，一群沒用的人
班,baan¹,friend,fen¹,一群朋友
班,baan¹,火車,foh² che¹,一班火車
班,baan¹,富二代,foo³ yi⁶ doi⁶,一幫富二代，一群富二代
班,baan¹,機,gei¹,一班機
班,baan¹,高手,go¹ sau²,一群高手，一幫高手
班,baan¹,觀音兵,goon¹ yam¹ bing¹,一幫護花使者，一群護花使者
班,baan¹,客機,haak³ gei¹,一班客機
班,baan¹,黑社會,hak¹ se⁵ wooi⁶,一幫黑社會
班,baan¹,後生仔,hau⁶ saang¹ jai²,一群年輕人
班,baan¹,學生,hok⁶ saang¹,一群學生一幫學生
班,baan¹,好朋友,ho² pang⁴ yau⁵,一群好朋友
班,baan¹,精英,jing¹ ying¹,一群精英
班,baan¹,政棍,jing³ gwan³,一幫政客
班,baan¹,中學生,jung¹ hok⁶ saang¹,一群中學生一幫中學生
班,baan¹,懶鬼,laan⁵ gwai²,一幫懶蟲，一群懶蟲
班,baan¹,列車,lit⁶ che¹,一班列車
班,baan¹,老散,lo⁵ saan²,一幫散戶
班,baan¹,密友,mat⁶ yau⁵,一群密友
班,baan¹,網友,mong⁵ yau⁵,一群網友，一群網民
班,baan¹,女仔,nui⁵ jai²,一群女孩子
班,baan¹,鴨仔,ngaap³ jai²,一群鴨子
班,baan¹,藝人,ngai⁶ yan⁴,一群藝人
班,baan¹,朋友,pang⁴ yau⁵,一幫朋友，一群朋友
班,baan¹,細路,sai³ lo⁶,一群小孩子
班,baan¹,信徒,sun³ to⁴,一群信徒
班,baan¹,小學生,siu² hok⁶ sang¹,一群小學生一幫小學生
班,baan¹,小朋友,siu² pang⁴ yau⁵,一群小朋友
班,baan¹,傻仔,soh⁴ jai²,一群傻小子，一群傻瓜
班,baan¹,同學仔,tung⁴ hok⁶ jai²,一群小同學，一群同學，一群小朋友
班,baan¹,同事,tung⁴ si⁶,一群同事
班,baan¹,烏合之眾,woo¹ hap⁶ ji¹ jung³,一群烏合之眾
班,baan¹,人,yan⁴,一群人，一伙人
班,baan¹,友仔,yau² jai²,一群小子，一幫小子，一幫傢伙
包,baau¹,茶葉,cha⁴ yip⁶,一包茶葉
包,baau¹,煙仔,yin¹ jai²,一盒香煙，一包香煙
筆,bat¹,事,si⁶,一碼事
筆,bat¹,數,so³,一筆帳
餅,beng²,錄音帶,luk⁶ yam¹ daai²,一盒錄音帶，一捲錄音帶
餅,beng²,嘢,ye⁵,一萬塊錢
煲,bo¹,飯,faan⁶,一鍋飯
煲,bo¹,湯,tong¹,一鍋湯
煲,bo¹,糖水,tong⁴ sui²,一鍋甜湯
部,bo⁶,𨋢,lip¹,一台電梯，一部電梯，一座升降機
部,bo⁶,洗衣機,sai² yi¹ gei¹,一台洗衣機
杯,booi¹,白酒,baak⁶ jau²,一杯白酒
杯,booi¹,拔蘭地,bat⁶ laan¹ dei²,一杯白蘭地
杯,booi¹,啤酒,be¹ jau²,一杯啤酒
杯,booi¹,茶,cha⁴,一杯茶
杯,booi¹,橙汁,chaang² jap¹,一杯柳橙汁，一杯橘子汁
杯,booi¹,豆漿,dau⁶ jeung¹,一杯豆漿
杯,booi¹,豆奶,dau⁶ naai⁵,一杯豆漿
杯,booi¹,凍茶,dung³ cha⁴,一杯冰茶
杯,booi¹,凍水,dung³ sui²,一杯冷水，一杯冰水，一杯涼水，一杯涼白開
杯,booi¹,凍飲,dung³ yam²,一杯冷飲
杯,booi¹,伏特加,fuk⁶ dak⁶ ga¹,一杯伏特加
杯,booi¹,咖啡,ga³ fe¹,一杯咖啡
杯,booi¹,雞尾酒,gai¹ mei⁵ jau²,一杯雞尾酒
杯,booi¹,菊花茶,guk¹ fa¹ cha⁴,一杯菊花茶
杯,booi¹,唂咕,guk¹ goo²,一杯可可
杯,booi¹,果汁,gwoh² jap¹,一杯果汁
杯,booi¹,汽水,hei³ sui²,一杯汽水
杯,booi¹,香片,heung¹ pin²,一杯茉莉花茶
杯,booi¹,可樂​,hoh² lok⁶,一杯可樂​
杯,booi¹,紅酒,hung⁴ jau²,一杯紅酒
杯,booi¹,酒,jau²,一杯酒
杯,booi¹,礦泉水,kwong³ chuen⁴ sui²,一杯礦泉水
杯,booi¹,冧酒,lam¹ jau²,一杯朗姆酒，一杯蘭姆酒
杯,booi¹,奶茶,naai⁵ cha⁴,一杯奶茶
杯,booi¹,五花茶,ng⁵ fa¹ cha⁴,一杯五花茶
杯,booi¹,水,sui²,一杯水
杯,booi¹,雪水,suet³ sui²,一杯冰水
杯,booi¹,威士忌,wai¹ si⁶ gei²,一杯威士忌
杯,booi¹,飮品,yam² ban²,一杯飲料
杯,booi¹,鴛鴦茶,yuen¹ yeung¹ cha⁴,一杯咖啡茶，一杯咖啡加奶茶
本,boon²,雜誌,jaap⁶ ji³,一本雜誌
本,boon²,書,sue¹,一本書
本,boon²,護照,woo⁶ jiu³,一本護照
埲,bung⁶,板障,baan² jeung³,一堵板牆
埲,bung⁶,牆,cheung⁴,一堵牆，一道牆
埲,bung⁶,泥塵,nai⁶ chan⁴,一陣塵土
𩗴,bung⁶,臭鍟𡃴,chau³ seng³ chui⁴,一股臭鐵鏽味兒
𩗴,bung⁶,𡃴,chui⁴,一股味兒，一股氣味
𩗴,bung⁶,火𤓓𡃴,foh² loh³ chui⁴,一股火煙味兒
𩗴,bung⁶,𤓓味,loh³ mei⁶,一股煳味
篸,chaam²,垃圾,laap⁶ saap³,一簸箕垃圾
篸,chaam²,泥,nai⁴,一泥箕土
揪,chau¹,香蕉,heung¹ jiu¹,一把香蕉
揪,chau¹,荔枝,lai⁶ ji¹,一嘟嚕荔枝，一束荔枝
揪,chau¹,菩提子,po⁴ tai⁴ ji²,一嘟嚕葡萄，一串葡萄
揪,chau¹,鎖匙,soh² si⁴,一串鑰匙
揪,chau¹,提子,tai⁴ ji²,一嘟嚕葡萄，一串葡萄
場,cheung⁴,病,beng⁶,一場病
場,cheung⁴,過雲雨,gwoh³ wan⁴ yue⁵,一場陣雨
齣,chut¹,大戲,daai⁶ hei³,一部粵劇
齣,chut¹,電影,din⁶ ying²,一場電影
齣,chut¹,喜劇,hei² kek⁶,一部喜劇
齣,chut¹,戲,hei³,一齣戲
齣,chut¹,戲,hei³,一齣戲，一場戲，一部戲，一部電影
齣,chut¹,片,pin²,一部影片
齣,chut¹,滑稽戲,waat⁶ kai¹ hei³,一齣滑稽戲，一場滑稽戲，一部滑稽戲
齣,chut¹,粵劇,yuet⁶ kek⁶,一部粵劇
匙羹,chi⁴ gang¹,糖,tong⁴,一勺糖
秤,ching³,鎖匙,soh² si⁴,一嘟嚕鑰匙
埕,ching⁴,醋,cho³,一瓶醋，一罈子醋
埕,ching⁴,酒,jau²,一罈酒，一罈子酒
埕,ching⁴,蜜糖,mat⁶ tong⁴,一罐蜂蜜
埕,ching⁴,紹興酒,siu⁶ hing¹ jau²,一罈紹興酒，一罈子紹興酒
埕,ching⁴,桐油,tung⁴ yau⁴,一瓶桐油，一罈子桐油
串,chuen³,炮仗,paau³ jeung²,一掛鞭炮，一掛爆竹，一掛炮竹，一串鞭炮，一串爆竹，一串炮竹
打,da¹,啤酒,be¹ jau²,一打啤酒
打,da¹,襪,mat⁶,一打襪子
打,da¹,鉛筆,yuen⁴ bat¹,一打鉛筆
擔,daam³,柴,chaai⁴,一挑柴
擔,daam³,菜,choi³,一挑兒菜
擔,daam³,米,mai³,一挑米
擔,daam³,泥,nai⁴,一挑土
啖,daam⁶,啤酒,be¹ jau²,一口啤酒
啖,daam⁶,茶,cha⁴,一口茶
啖,daam⁶,橙汁,chaang² jap¹,一口橙汁，一口橘子汁
啖,daam⁶,菜,choi³,一口菜
啖,daam⁶,豆漿,dau⁶ jeung¹,一口豆漿
啖,daam⁶,飯,faan⁶,一口飯
啖,daam⁶,果汁,gwoh² jap¹,一口果汁
啖,daam⁶,口水,hau² sui²,一口口水
啖,daam⁶,氣,hei³,一口氣
啖,daam⁶,汽水,hei³ sui²,一口汽水
啖,daam⁶,可樂,hoh² lok⁶,一口可樂
啖,daam⁶,空氣,hung¹ hei³,一口空氣
啖,daam⁶,酒,jau²,一口酒
啖,daam⁶,粥,juk¹,一口稀飯
啖,daam⁶,綠茶,luk⁶ cha⁴,一口綠茶
啖,daam⁶,麵包,min⁶ baau¹,一口麵包
啖,daam⁶,奶,naai⁵,一口奶
啖,daam⁶,奶茶,naai⁵ cha⁴,一口奶茶
啖,daam⁶,檸茶,ning⁴ cha⁴,一口檸檬茶
啖,daam⁶,濃茶,nung⁴ cha⁴,一口濃茶
啖,daam⁶,三文治,saam¹ man⁴ ji⁶,一口三明治
啖,daam⁶,新鮮空氣,san¹ sin¹ hung¹ hei³,一口新鮮空氣
啖,daam⁶,錫,sek³,一個吻
啖,daam⁶,水,sui²,一口水
啖,daam⁶,湯,tong¹,一口湯
啖,daam⁶,煙,yin¹,一口煙
啖,daam⁶,熱茶,yit⁶ cha⁴,一口熱茶
啖,daam⁶,肉,yuk⁶,一口肉
啖,daam⁶,怨氣,yuen³ hei³,一口怨氣
單,daan¹,爆炸案,baau³ ja³ ngon³,一件爆炸案，一項爆炸案，一宗爆炸案
單,daan¹,悲劇,bei¹ kek⁶,一場悲劇，一齣悲劇
單,daan¹,綁架案,bong² ga³ ngon³,一件綁架案，一項綁架案，一宗綁架案
單,daan¹,慘劇,chaam² kek⁶,一場慘劇，一齣慘劇
單,daan¹,慘案,chaam² on³,一件慘案，一項慘案，一宗慘案
單,daan¹,醜聞,chau² man⁴,一件醜聞，一樁醜聞，一項醜聞
單,daan¹,趣聞,chui³ man⁴,一件趣聞，一樁趣聞
單,daan¹,槍擊案,cheung¹ gik¹ ngon³,一件槍擊案，一項槍擊案，一宗槍擊案
單,daan¹,大案,daai⁶ ngon³,一件大事，一個大案子
單,daan¹,大生意,daai⁶ saang¹ yi³,一筆大生意
單,daan¹,風化案,fung¹ fa³ ngon³,一件風化案，一項風化案，一宗風化案
單,daan¹,交通意外,gaau¹ tung¹ yi³ ngoi⁶,一宗交通意外，一項交通意外
單,daan¹,交易,gaau¹ yik⁶,一筆交易，一項交易，一樁交易
單,daan¹,個案,goh³ ngon³,一件個案，一個個案
單,daan¹,官司,goon¹ si¹,一場官司
單,daan¹,工程,gung¹ ching⁴,一項工程
單,daan¹,國際新聞,gwok³ jai³ san¹ man⁴,一條國際新聞，一則國際新聞
單,daan¹,兇殺案,hung¹ saat³ ngon³,一件兇殺案，一項兇殺案，一宗兇殺案
單,daan¹,襲擊案,jaap⁶ gik¹ ngon³,一件襲擊案，一項襲擊案，一宗襲擊案
單,daan¹,罪案,jui³ ngon³,一件罪案，一項罪案，一宗罪案
單,daan¹,自殺案,ji⁶ saat³ ngon³,一件自殺案，一項自殺案，一宗自殺案
單,daan¹,畸士,kei¹ si²,一件事，一個案子
單,daan¹,奇聞,kei⁴ man⁴,一件奇聞，一樁奇聞
單,daan¹,謀殺案,mau⁴ saat³ on³,一件謀殺案，一項謀殺案，一宗謀殺案
單,daan¹,鬧劇,naau⁶ kek⁶,一齣鬧劇
單,daan¹,案,ngon³,一件事，一個案子
單,daan¹,案件,on³ gin⁶,一件事，一個案子
單,daan¹,騙案,pin³ ngon³,一件騙案，一項騙案，一宗騙案
單,daan¹,生意,saang¹ yi³,一筆生意，一樁生意，一號買賣
單,daan¹,殺人案,saat³ yan⁴ ngon³,一件殺人案，一項殺人案，一宗殺人案
單,daan¹,新聞,san¹ man⁴,一條新聞
單,daan¹,筍嘢,sun² ye⁵,一樣好東西
單,daan¹,傷人案,seung¹ yan⁴ ngon³,一件傷人案，一項傷人案，一宗傷人案
單,daan¹,商業詐騙案,seung¹ yip⁶ ja³ pin³ ngon³,一件商業詐騙案，一項商業詐騙案，一宗商業詐騙案
單,daan¹,事故,si⁶ goo³,一起事故
單,daan¹,貪污案,taam¹ woo¹ ngon³,一件貪污案，一項貪污案，一宗貪污案
單,daan¹,偷錢案,tau¹ chin² ngon³,一件偷錢案，一項偷錢案，一宗偷錢案
單,daan¹,嘢,ye⁵,一件事，一個案子
單,daan¹,意外,yi³ ngoi⁶,一次意外，一件意外，一場意外，一宗意外，一樁意外
單,daan¹,懸案,yuen⁴ on³,一件懸案，一項懸案，一宗懸案
沓,daap⁶,錢,chin²,一疊鈔票，一沓鈔票
沓,daap⁶,港紙,gong² ji²,一疊港幣，一沓港幣，一疊港鈔
沓,daap⁶,雜誌,jaap⁶ ji³,一疊雜誌，一摞雜誌
沓,daap⁶,紙,ji²,一疊紙
沓,daap⁶,樓,lau²,一層樓，一座樓房
沓,daap⁶,銀紙,ngan⁴ ji²,一疊鈔票，一沓鈔票，一沓票子
沓,daap⁶,書,sue¹,一疊書，一摞書
沓,daap⁶,碗,woon²,一摞碗
沓,daap⁶,洋樓,yeung⁴ lau²,一座洋房
笪,daat³,地方,dei⁶ fong¹,一個地方，一塊土地
笪,daat³,定,deng⁶,一塊地方
笪,daat³,𤶸,na¹,一塊疤
笪,daat³,田,tin⁴,一塊地
底,dai²,薄罉,bok⁶ chaang¹,一塊糯米粉烙餅
底,dai²,糕,go¹,一盤糕
底,dai²,蘿蔔糕,loh⁴ baak⁶ go¹,一整塊蘿蔔糕
底,dai²,年糕,nin⁴ go¹,一盤年糕
躉,dan²,大廈,daai⁶ ha⁶,一座大廈
躉,dan²,樓,lau²,一座房子
躉,dan²,洋樓,yeung⁴ lau²,一棟大廈
兜,dau¹,飯,faan⁶,一盆飯
兜,dau¹,手巾仔,sau² gan¹ jai²,一條手絹
蔸,dau¹,草,cho²,一棵草
蔸,dau¹,金魚,gam¹ yue²,一條金魚
蔸,dau¹,樹,sue⁶,一棵樹
蔸,dau¹,禾,woh⁴,一叢水稻
蔸,dau¹,友,yau²,一個傢伙，一條漢子
竇,dau³,雞仔,gai¹ jai²,一窩小雞
竇,dau³,豬,jue¹,一窩豬
竇,dau³,人,yan⁴,一家子人
頂,deng²,波帽,boh¹ mo²,一頂鴨舌帽
頂,deng²,草帽,cho² mo²,一頂草帽
頂,deng²,風帽,fung¹ mo²,一頂風帽
頂,deng²,喼帽,gip¹ mo²,一頂鴨舌帽
頂,deng²,高帽,go¹ mo²,一頂高帽
頂,deng²,軍帽,gwan¹ mo²,一頂軍帽
頂,deng²,冷帽,laang¹ mo²,一頂毛線帽
頂,deng²,帽,mo²,一頂帽子
頂,deng²,安全帽,on¹ chuen⁴ mo²,一頂安全帽
頂,deng²,雪帽,suet³ mo²,一頂風帽，一頂暖帽，一頂風雪帽
頂,deng²,漁夫帽,yue⁴ foo¹ mo²,一頂漁夫帽
頂,deng²,雨帽,yue⁵ mo²,一頂雨帽
頂,deng²,浴帽,yuk⁶ mo²,一頂浴帽
朵,deuh²,百合,baak³ hap⁶,一朵百合
朵,deuh²,茶花,cha⁴ fa¹,一朵茶花
朵,deuh²,花,fa¹,一朵花
朵,deuh²,桂花,gwai³ fa¹,一朵桂花
朵,deuh²,牽牛花,hin¹ ngau⁴ fa¹,一朵牽牛花
朵,deuh²,康乃馨,hong¹ naai⁵ hing¹,一朵康乃馨
朵,deuh²,葵花,kwai⁴ fa¹,一朵葵花
朵,deuh²,蓮花,lin⁴ fa¹,一朵蓮花
朵,deuh²,牡丹,maau⁵ daan¹,一朵牡丹
朵,deuh²,水仙花,sui² sin¹ fa¹,一朵水仙花
朵,deuh²,桃花,to⁴ fa¹,一朵桃花
朵,deuh²,鬱金香,wat¹ gam¹ heung¹,一朵鬱金香
朵,deuh²,櫻花,ying¹ fa¹,一朵櫻花
朵,deuh²,月季,yuet⁶ gwai³,一朵月季
對,dui³,波鞋,boh¹ haai⁴,一雙球鞋，一雙運動鞋
對,dui³,筷子,faai³ ji²,一雙筷子
對,dui³,腳,geuk³,一雙腳
對,dui³,鞋,haai⁴,一雙鞋
對,dui³,孖女,ma¹ nui²,一對孿生姐妹
對,dui³,襪,mat⁶,一雙襪子
對,dui³,眼,ngaan⁵,一雙眼
對,dui³,眼鏡,ngaan⁵ geng²,一副眼鏡
對,dui³,皮鞋,pei⁴ haai⁴,一雙皮鞋
對,dui³,手,sau²,一雙手
對,dui³,手襪,sau² mat²,一副手套，一雙手套
對,dui³,耳仔,yi⁵ jai²,一雙耳朵
對,dui³,鴛鴦鞋,yuen¹ yeung¹ haai⁴,一雙左右配不上的鞋子
對,dui³,鴛鴦襪,yuen¹ yeung¹ mat⁶,一雙左右配不上的襪子
滴,dik¹,汗,hon⁶,一滴汗
滴,dik¹,汗水,hon⁶ sui²,一滴汗水
滴,dik¹,血,huet³,一滴血
滴,dik¹,眼淚,ngaan⁵ lui⁶,一滴眼淚
滴,dik¹,眼藥,ngaan⁵ yeuk⁶,一滴眼藥
滴,dik¹,水,sui²,一滴水
滴,dik¹,雨,yue⁵,一滴雨
丁,ding¹,人,yan⁴,一個人
丁,ding¹,友,yau²,一個人，孤孤單單的一個人
碟,dip²,菜,choi³,一盤菜
碟,dip²,飯,faan⁶,一盤飯
度,do⁶,玻璃門,boh¹ lei¹ moon⁴,一扇玻璃門
度,do⁶,計仔,gai² jai²,一個點子
度,do⁶,橋,kiu⁴,一座橋
度,do⁶,門,moon⁴,一扇門
度,do⁶,散手,saan² sau²,一套技能
渡,do⁶,船,suen⁴,一班船
道,do⁶,彩虹,choi² hung⁴,一道彩虹
篤,duk¹,口水,hau² sui²,一口吐沫，一口口水
篤,duk¹,口水痰,hau² sui² taam⁴,一口痰
篤,duk¹,尿,niu⁶,一泡尿
篤,duk¹,屎,si²,一泡屎
篤,duk¹,痰,taam⁴,一口痰
棟,dung³,公寓,gung¹ yue⁶,一幢公寓，一套公寓，一棟公寓
戙,dung⁶,磚,juen¹,一摞磚頭
戙,dung⁶,瓦,nga⁵,一摞瓦
戙,dung⁶,牌,paai⁴,一摞麻將牌
戙,dung⁶,書,sue¹,一摞書
段,duen⁶,對話,dui³ wa²,一段對話
段,duen⁶,婚姻,fan¹ yan¹,一段婚姻
段,duen⁶,佳話,gaai¹ wa⁶,一段佳話
段,duen⁶,感情,gam² ching⁴,一段感情
段,duen⁶,經歷,ging¹ lik⁶,一段經歷
段,duen⁶,關係,gwaan¹ hai⁶,一段關係
段,duen⁶,廣告,gwong² go³,一則廣告
段,duen⁶,距離,kui⁵ lei⁴,一段距離
段,duen⁶,歷史,lik⁶ si²,一段歷史
段,duen⁶,路,lo⁶,一段路
段,duen⁶,戀情,luen² ching⁴,一段戀情
段,duen⁶,戀愛,luen² oi³,一段戀愛
段,duen⁶,文字,man⁴ ji⁶,一段文字
段,duen⁶,愛情,oi³ ching⁴,一段愛情
段,duen⁶,新聞,san¹ man⁴,一段新聞
段,duen⁶,時間,si⁴ gaan³,一段時間
段,duen⁶,時間,si⁴ gaan³,一段時間
段,duen⁶,時期,si⁴ kei⁴,一段時期
段,duen⁶,說話,suet³ wa⁶,一段話
段,duen⁶,往事,wong⁵ si⁶,一段往事
段,duen⁶,音樂,yam¹ ngok⁶,一段音樂
段,duen⁶,日子,yat⁶ ji²,一段日子
塊,faai³,膠布,gaau¹ bo³,一張創可貼，一張邦迪，一張OK繃
塊,faai³,鏡,geng³,一面鏡子
塊,faai³,面,min⁶,一個臉
塊,faai³,面珠墩,min⁶ jue¹ dan¹,一張臉蛋，臉頰
塊,faai³,藥水膠布,yeuk⁶ sui² gaau¹ bo³,一張創可貼，一張邦迪，一張OK繃
番,faan¹,創舉,chong³ gui²,一番創舉
番,faan¹,大事業,daai⁶ si⁶ yip⁶,一番大事業
番,faan¹,對話,dui³ wa²,一番對話
番,faan¹,苦戰,foo² jin³,一番苦戰
番,faan¹,苦心,foo² sam¹,一番苦心
番,faan¹,風味,fung¹ mei⁶,一番風味
番,faan¹,感受,gam² sau⁶,一番感受
番,faan¹,見解,gin³ gaai²,一番見解
番,faan¹,景象,ging² jeung⁶,一番景象
番,faan¹,局面,guk⁶ min⁶,一番局面
番,faan¹,工夫,gung¹ foo¹,一番工夫
番,faan¹,好意,ho² yi³,一番好意
番,faan¹,周折,jau¹ jit³,一番周折
番,faan¹,滋味,ji¹ mei⁶,一番滋味
番,faan¹,作為,jok³ wai⁴,一番作為
番,faan¹,龍爭虎鬥,lung⁴ jang¹ foo² dau³,一番龍爭虎鬥
番,faan¹,努力,no⁵ lik⁶,一番努力
番,faan¹,惡鬥,ok³ dau³,一番惡鬥
番,faan¹,心機,sam¹ gei¹,一番心機
番,faan¹,心血,sam¹ huet³,一番心血
番,faan¹,心意,sam¹ yi³,一番心意
番,faan¹,脣舌,sun⁴ sit³,一番脣舌
番,faan¹,事業,si⁶ yip⁶,一番事業
番,faan¹,成就,sing⁴ jau⁶,一番成就
番,faan¹,說話,suet³ wa⁶,一番說話
番,faan¹,友情,yau⁵ ching⁴,一番友情
份,fan⁶,保險,bo² him²,一份保險
份,fan⁶,報告,bo³ go³,一份報告
份,fan⁶,報紙,bo³ ji¹,一份報紙
份,fan⁶,廚師沙律,chue⁴ si¹ sa¹ lut²,一份廚師沙拉
份,fan⁶,感情,gam² ching⁴,一份感情
份,fan⁶,工,gung¹,一份工作
份,fan⁶,功課,gung¹ foh³,一份功課
份,fan⁶,合約,hap⁶ yeuk³,一份合約
份,fan⁶,口供,hau² gung¹,一份口供
份,fan⁶,執著,jap¹ jeuk⁶,一份執著
份,fan⁶,資料,ji¹ liu⁶,一份資料
份,fan⁶,禮物,lai⁵ mat⁶,一份禮物
份,fan⁶,糧,leung⁴,一份薪水
份,fan⁶,文件,man⁶ gin⁶,一份文件
份,fan⁶,問卷,man⁶ guen²,一份問卷
份,fan⁶,心意,sam¹ yi³,一份心意
份,fan⁶,人工,yan⁴ gung¹,一筆薪水，一份薪水，一份工資
份,fan⁶,研究,yin⁴ gau³,一份研究
份,fan⁶,熱情,yit⁶ ching⁴,一份熱情
唿,fat¹,布,bo³,一小塊布
伙,foh²,人,yan⁴,一戶人家
夫,foo¹,田地,tin⁴ dei⁶,一塊地
副,foo³,偈,gai²,一台內燃機
副,foo³,機器,gei¹ hei³,一台機器，一套機器
副,foo³,工具,gung¹ gui⁶,一套工具
副,foo³,黑超,hak¹ chiu¹,一副墨鏡，一副太陽鏡
副,foo³,眼鏡,ngaan⁵ geng³,一副眼鏡
副,foo³,牌,paai⁴,一副牌
副,foo³,啤,pe¹,一副撲克牌
副,foo³,身家,san¹ ga¹,一副家產，一筆資產
幅,fuk¹,地,dei⁶,一塊地
幅,fuk¹,相,seung²,一張照片
幅,fuk¹,油畫,yau⁴ wa²,一幅油畫
封,fung¹,辭職信,chi⁴ jik¹ sun³,一封辭職信
封,fung¹,利是,lai⁶ si⁶,一個紅包，一份壓歲錢，一筆壓歲錢
封,fung¹,信,sun³,一封信
架,ga³,巴士,ba¹ si²,一輛公車，一輛公共汽車
架,ga³,白車,baak⁶ che¹,一輛救護車
架,ga³,餐車,chaan¹ che¹,一輛餐車
架,ga³,車,che¹,一輛車，一台車，一部車
架,ga³,單車,daan¹ che¹,一輛自行車，一輛腳踏車
架,ga³,的士,dik¹ si²,一輛出租汽車
架,ga³,飛機,fei¹ gei¹,一架飛機
架,ga³,汽車,hei³ che¹,一輛汽車，一部汽車
架,ga³,直升機,jik⁶ sing¹ gei¹,一架直升機
架,ga³,冷氣機,laang⁵ hei³ gei¹,一台冷氣機
架,ga³,𨋢,lip¹,一台電梯，一部電梯，一座升降機
架,ga³,錄音機,luk⁶ yam¹ gei¹,一台錄音機
架,ga³,收音機,sau¹ yam¹ gei¹,一台收音機，一個收音機
架,ga³,相機,seung² gei¹,一部照相機
架,ga³,小巴,siu² ba¹,一輛小型公共汽車，一輛麵包車，一輛中客車
架,ga³,船,suen⁴,一條船，一艘船
架,ga³,拖拉機,toh¹ laai¹ gei¹,一輛拖拉機
間,gaan¹,別墅,bit⁶ sui⁵,一幢別墅，一座別墅，一棟別墅
間,gaan¹,博物館,bok³ mat⁶ goon²,一個博物館，一座博物館，一所博物館
間,gaan¹,寢室,cham² sat¹,一間寢室
間,gaan¹,出入口公司,chut¹ yap⁶ hau² gung¹ si¹,一家進出口公司
間,gaan¹,廁所,chi³ soh²,一個廁所，一間廁所
間,gaan¹,廠,chong²,一個工廠，一家工廠
間,gaan¹,沖涼房,chung¹ leung⁴ fong²,洗澡間，洗澡房，浴室
間,gaan¹,廚房,chue⁴ fong²,一間廚房
間,gaan¹,大學,daai⁶ hok⁶,一所大學
間,gaan¹,化妝室,fa³ jong¹ sat¹,一間化妝室
間,gaan¹,發電廠,faat³ din⁶ chong²,一家發電廠
間,gaan¹,分店,fan¹ dim³,一家分店
間,gaan¹,佛寺,fat⁶ ji²,一座佛寺
間,gaan¹,課室,foh³ sat¹,一間教室
間,gaan¹,房,fong²,一個房間，一個屋子
間,gaan¹,教室,gaau³ sat¹,一間教室
間,gaan¹,盥洗室,goon³ sai² sat¹,一間盥洗室
間,gaan¹,工廠,gung¹ chong²,一家工廠，一個工廠
間,gaan¹,公司,gung¹ si¹,一家公司
間,gaan¹,公寓,gung¹ yue⁶,一幢公寓，一套公寓，一棟公寓
間,gaan¹,客房,haak³ fong²,一間客房
間,gaan¹,黑店,hak¹ dim³,一家黑店
間,gaan¹,學校,hok⁶ haau⁶,一個學校，一所學校
間,gaan¹,酒巴,jau² ba¹,一家酒巴
間,gaan¹,酒店,jau² dim³,一家飯店，一家酒店
間,gaan¹,寺,ji²,一座寺廟
間,gaan¹,招待所,jiu¹ doi⁶ soh²,一家招待所
間,gaan¹,中學,jung¹ hok⁶,一所中學
間,gaan¹,旅行社,lui⁵ hang⁴ se⁵,一家旅行社
間,gaan¹,茅廁,maau⁴ chi³,一個茅廁
間,gaan¹,廟,miu²,一座廟，一個廟，一個寺廟，一座廟宇
間,gaan¹,舞廳,mo⁵ teng¹,一間舞廳
間,gaan¹,銀行,ngan⁴ hong⁴,一家銀行
間,gaan¹,屋,nguk¹,一所房子，一棟房子，一個房子
間,gaan¹,屋仔,nguk¹ jai²,一座小屋，一座茅屋，一座茅舍，一幢茅舍
間,gaan¹,農舍,nung⁴ se³,一家農舍，一座農舍
間,gaan¹,舖,po²,一家商店，一家店舖
間,gaan¹,舖頭,po³ tau²,一家商店，一家舖子
間,gaan¹,修道院,sau¹ do⁶ yuen²,一家修道院，一座修道院
間,gaan¹,睡房,sui⁶ fong²,一間臥室
間,gaan¹,商場,seung¹ cheung⁴,一家商場
間,gaan¹,商店,seung¹ dim³,一家商店
間,gaan¹,食肆,sik⁶ si³,一家餐廳，一家飯館，一家餐館，一家菜館
間,gaan¹,小學,siu² hok⁶,一所小學
間,gaan¹,醫院,yi¹ yuen²,一家醫院
